,순위,영화명,개봉일,좌석판매율,좌석점유율,좌석수,매출액,누적매출액,관객수,누적관객수,년도,장르,등급
825,121,미녀와 야수,1992-07-04,0.168,0.0,8635,11154500,1519763000,1455,148305,2017,멜로/로맨스,전체
826,121,미녀와 야수,1992-07-04,0.168,0.0,8635,11154500,1519763000,1455,148305,2017,판타지,전체
827,121,라 트라비아타,2017-01-22,0.151,0.0,9523,35543500,35543500,1442,1442,2017,공연,전체
828,121,부산행,2016-07-20,0.15,0.0,9175,4296000,93182579048,1383,11566862,2017,액션,15
829,121,공각기동대 신극장판,2017-04-20,0.052,0.0,26041,10383500,10383500,1376,1376,2017,,
830,121,아기배달부 스토크,2016-12-07,0.088,0.0,15614,7156500,2444112200,1376,323730,2017,애니메이션,전체
831,121,소돔과 고모라,1974-04-25,0.367,0.0,3652,2662000,6231000,1342,3144,2017,,
832,121,스노우맨,2017-12-14,0.259,0.0,5044,10451200,10451200,1308,1308,2017,,
833,121,로미오와 줄리엣,2017-06-03,0.177,0.0,7358,30322500,30322500,1306,1306,2017,,
834,121,루살카,2017-07-01,0.136,0.0,9497,30209500,30209500,1299,1299,2017,,
835,121,잭 리처: 네버 고 백,2016-11-30,0.358,0.0,3432,9254000,4647326258,1231,612328,2017,액션,15
836,121,인도차이나,1992-07-11,0.246,0.0,4964,3583000,3583000,1223,1223,2017,,
837,121,아나스타샤,1997-12-20,0.179,0.0,6824,3449000,10380000,1222,4676,2017,,
838,121,로엔그린,2017-08-27,0.119,0.0,10136,28685500,28685500,1214,1214,2017,,
839,121,토스카,2017-11-19,0.122,0.0,9579,28579000,28579000,1173,1173,2017,,
840,121,특별수사: 사형수의 편지,2016-06-16,0.235,0.0,4955,2337000,9932284065,1166,1243065,2017,범죄,15
841,121,업,2009-07-29,0.248,0.0,4670,8954100,7542455100,1162,1032792,2017,애니메이션,전체
842,121,이레이저 헤드,1996-07-13,0.181,0.0,6063,9288500,11765500,1101,1455,2017,,
843,121,시티 워: 익스트림 킬러,2017-02-28,0.069,0.0,15780,5534000,5534000,1097,1097,2017,,
844,121,길소뜸,1986-04-05,0.182,0.0,6000,2184000,11074000,1092,4793,2017,,
845,121,호비와 동화나라 대모험,2016-12-08,0.343,0.0,3078,5522000,115692000,1057,16660,2017,애니메이션,전체
846,121,화이트 릴리,2017-08-17,0.118,0.0,8785,6360000,6360000,1043,1043,2017,,
847,121,예브게니 오네긴,2017-10-07,0.144,0.0,7189,23618500,23618500,1038,1038,2017,,
848,121,어둠의 자식들,1981-08-07,0.17,0.0,6000,2050000,6797000,1025,3396,2017,,
849,121,렌의 애가,1969-01-01,0.166,0.0,6013,2008000,3300000,1004,1650,2017,,
850,121,건축학개론,2012-03-22,0.023,0.0,41976,7098000,30237820900,1001,4113234,2017,멜로/로맨스,12
851,121,월ㆍE,2008-08-06,0.256,0.0,3897,7663500,8305271000,998,1327755,2017,애니메이션,전체
852,121,양철북,1988-05-05,0.367,0.0,2700,1996000,1996000,993,993,2017,,
853,121,1급기밀,2018-01-24,1.0,0.0,992,8562000,8562000,992,992,2017,드라마,12
854,121,라 보엠,2017-10-08,0.086,0.0,11217,23071000,23071000,968,968,2017,,
855,121,미망인,1955-12-10,0.101,0.0,9374,2849000,3663000,950,1307,2017,,
856,121,분노의 질주: 더 세븐,2015-04-01,0.771,0.0,1230,12323000,26466421694,949,3248904,2017,액션,15
857,121,가면 무도회,2017-03-05,0.118,0.0,7776,22581000,22581000,925,925,2017,,
858,121,꼭두각시,2013-06-20,0.254,0.0,3600,1845000,229786500,915,32628,2017,공포(호러),19
859,121,장미의 기사,2017-11-04,0.116,0.0,7837,20427000,20427000,910,910,2017,,
860,121,주문은 토끼입니까?? ~디어 마이 시스터~,2018-01-18,1.0,0.0,886,7974000,7974000,886,886,2017,애니메이션,전체
861,121,지옥화,1958-04-20,0.142,0.0,6106,2330000,7504000,871,3448,2017,,
862,121,이도메네오,2017-09-02,0.121,0.0,7082,18979000,18979000,857,857,2017,,
863,121,흑권,1973-09-09,0.188,0.0,4528,1704000,1704000,852,852,2017,,
864,121,인천상륙작전,2016-07-27,0.31,0.0,2680,4196000,55105606303,832,7050475,2017,전쟁,12
865,121,탄호이저,2017-05-28,0.081,0.0,9948,19482000,19482000,808,808,2017,,
866,121,별을 쫓는 아이,2011-08-25,0.208,0.0,3800,5204892,444884892,793,63618,2017,애니메이션,전체
867,121,뮬란,1998-07-17,0.216,0.0,3627,6134000,6134000,786,786,2017,어드벤처,12
868,121,길은 멀어도 마음만은,1977-07-16,0.508,0.0,1529,1561000,4750000,778,2370,2017,,
869,121,스포트라이트,2016-02-24,0.385,0.0,1923,5231000,2407267255,742,300620,2017,드라마,15
870,121,남자가 사랑할 때,2014-01-22,0.02,0.0,35483,5606000,14515828300,739,1980050,2017,멜로/로맨스,15
871,121,토이 스토리,1995-12-30,0.233,0.0,3155,5713500,5713500,737,737,2017,,
872,121,로스트 인 더스트,2016-11-03,0.149,0.0,4892,5611500,639384322,730,81966,2017,범죄,15
873,121,붉은 거북,2017-03-11,0.165,0.0,4339,6172500,7501500,716,947,2017,,
874,121,이룰 수 없는 사랑,2017-03-04,0.166,0.0,4229,15514500,15514500,706,706,2017,,
875,121,일 트로바토레 잘츠부르크 페스티벌,2015-07-25,0.171,0.0,4107,11064500,35178000,704,1673,2017,,
876,121,블레어 위치,2016-11-23,0.514,0.0,1344,5527000,373011200,692,46977,2017,공포(호러),15
877,121,아가씨,2016-06-01,0.424,0.0,1627,5823000,35217052991,691,4288530,2017,스릴러,19
878,121,뮤지컬 홀리데이 인,2017-12-20,0.08,0.0,8386,5358900,5358900,675,675,2017,,
879,121,박쥐,2009-04-30,0.627,0.0,1072,5543500,14846847500,673,2206948,2017,공포(호러),19
880,121,투란도트,2016-02-07,0.205,0.0,3259,10614500,75027000,670,3125,2017,,
881,121,불멸의 연인,1995-01-28,0.371,0.0,1758,1386000,2313000,653,1005,2017,,
882,121,돈,1950-03-09,0.206,0.0,3152,1300000,2466000,650,1233,2017,범죄,15
883,121,비포 미드나잇,2013-05-22,0.365,0.0,1776,4460726,1528312688,649,209560,2017,멜로/로맨스,19
884,121,오텔로,2017-04-16,0.092,0.0,6909,15388500,15388500,641,641,2017,,
885,121,물레방아,1966-11-10,0.374,0.0,1668,1248000,1962000,624,981,2017,,
886,121,빅뱅 메이드,2016-06-30,0.552,0.0,1119,4000500,470487200,618,56200,2017,다큐멘터리,12
887,121,복수는 나의 것,2002-03-28,0.386,0.0,1574,5146000,10456500,608,1421,2017,,
888,121,친절한 금자씨,2005-07-29,0.402,0.0,1464,4929000,20491973593,589,3120784,2017,,
889,121,매드 맥스: 분노의 도로,2015-05-14,0.233,0.0,2281,4198000,33390165362,532,3884130,2017,액션,15
890,121,여름이야기,1998-06-13,0.158,0.0,3258,3634000,4526000,516,655,2017,,
891,121,토이 스토리 2,1999-12-18,0.215,0.0,2385,4020000,4020000,515,515,2017,,
892,121,빅쇼트,2016-01-21,0.874,0.0,581,3915000,3626567707,508,447220,2017,드라마,19
893,121,토이 스토리 3,2010-08-05,0.363,0.0,1392,3942200,14327838800,506,1459973,2017,가족,전체
894,121,공동경비구역 JSA,2000-09-08,0.196,0.0,2564,3911500,8924700,504,1179,2017,,
895,121,사랑과 욕망의 짐노페디,2017-07-06,0.074,0.0,6452,3558000,3558000,478,478,2017,,
896,121,청불학원: 무삭제판,2017-04-10,0.157,0.0,2952,2353000,2353000,465,465,2017,,
897,121,레미제라블,2012-12-19,0.102,0.0,4444,3817000,43090556000,457,5920977,2017,드라마,12
898,121,청춘쌍곡선,1956-04-10,0.159,0.0,2860,910000,2944000,455,1472,2017,,
899,121,동창회의 목적 2,2017-09-19,0.16,0.0,2764,2263000,2263000,444,444,2017,,
900,121,몬스터 주식회사,2001-12-20,0.266,0.0,1664,3465000,939982500,444,90931,2017,,
901,121,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,0.142,0.0,3096,4018000,1007234000,442,132657,2017,애니메이션,전체
902,121,덕혜옹주,2016-08-03,0.168,0.0,2594,2139500,44395967609,436,5599665,2017,사극,12
903,121,환타지아2000,2000-08-05,0.419,0.0,1028,3380300,3825300,431,521,2017,,
904,121,부활,2016-03-17,0.672,0.0,620,2500000,1249691600,417,176539,2017,드라마,12
905,121,부활,2016-03-17,0.672,0.0,620,2500000,1249691600,417,176539,2017,다큐멘터리,전체
906,121,그것만이 내 세상,2018-01-17,1.0,0.0,414,3312000,3312000,414,414,2017,코미디,12
907,121,매그놀리아,2000-04-15,0.678,0.0,606,3096000,3506000,411,489,2017,,
908,121,격퇴,1956-04-04,0.236,0.0,1698,674000,674000,401,401,2017,,
909,121,순수의 시대,2015-03-05,0.408,0.0,980,2000000,3743046828,400,470308,2017,사극,19
910,121,아수라,2016-09-28,0.717,0.0,546,3490000,20579716662,392,2594420,2017,범죄,19
911,121,천녀유혼,1987-12-05,0.104,0.0,3746,2410000,10713500,390,1827,2017,SF,12
912,121,수상한 그녀,2014-01-22,0.541,0.0,711,1938000,62715946849,385,8659725,2017,드라마,15
913,121,스토커,2013-02-28,0.646,0.0,568,3053500,2832318674,367,379241,2017,드라마,19
914,121,피아골,1955-09-23,0.139,0.0,2600,724000,1300000,362,650,2017,,
915,121,붉은 비키니 무삭제판,2017-08-21,0.131,0.0,2738,1853000,1853000,360,360,2017,,
916,121,데미트리아스,1977-02-18,0.21,0.0,1698,673000,10026000,358,4973,2017,,
917,121,라따뚜이,2007-07-25,0.202,0.0,1772,2747000,6345183400,358,1025563,2017,,
918,121,금지된 장난,1992-09-26,0.197,0.0,1800,715000,5181000,355,2139,2017,,
919,121,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,0.241,0.0,1470,1818000,3296535700,355,446054,2017,애니메이션,전체
920,121,유황도의 모래,1971-03-17,0.18,0.0,1960,723000,2779000,354,1137,2017,,
921,121,백사부인,1960-10-02,0.135,0.0,2600,706000,3028000,353,1514,2017,,
922,121,두 엄마,2017-08-14,0.114,0.0,3045,1794000,1794000,350,350,2017,,
923,121,사랑의 슬픔 애수,2000-04-22,0.177,0.0,1938,1274000,1586000,344,448,2017,,
924,121,사랑받지 못한 여자,2017-01-24,0.126,0.0,2594,2097000,2097000,327,327,2017,,
925,121,광란의 사랑,1991-03-16,0.262,0.0,1242,1969000,3681000,326,571,2017,,
926,121,설리: 허드슨강의 기적,2016-09-28,1.0,0.0,322,2576000,5236746754,322,627424,2017,드라마,12
927,121,시니어 재즈 밴드,2017-10-01,0.214,0.0,1500,644000,644000,322,322,2017,,
928,121,대결,1971-01-20,0.097,0.0,3280,2072000,2072000,321,321,2017,액션,15
929,121,야반가성,1996-01-27,0.086,0.0,3648,1946000,1991000,317,326,2017,,
930,121,스타트렉 비욘드,2016-08-17,0.638,0.0,495,2857000,10193232820,316,1157472,2017,액션,12
931,121,아가씨 참으세요,1981-09-19,0.18,0.0,1698,589000,589000,307,307,2017,,
932,121,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,0.25,0.0,1206,1542000,6830036000,302,931953,2017,애니메이션,전체
933,121,국제시장,2014-12-17,0.767,0.0,391,1435000,110935000000,300,14262498,2017,드라마,12
934,121,굿바이 싱글,2016-06-29,0.124,0.0,2322,576000,16913282195,288,2108561,2017,코미디,15
935,121,론 레인저,2013-07-04,0.169,0.0,1698,546000,2751549500,288,388235,2017,액션,15
936,121,뉴 폴리스 스토리,2005-01-21,0.19,0.0,1510,577000,2138776000,287,341510,2017,,
937,121,금옥만당,1995-06-24,0.122,0.0,2304,1541000,2275000,283,418,2017,,
938,121,존 윅,2015-01-21,0.067,0.0,4202,1823500,927819137,283,116402,2017,액션,19
939,121,럭키,2016-10-13,0.092,0.0,3038,562000,56445023256,281,6975571,2017,코미디,15
940,121,살인의 추억,2003-04-25,0.2,0.0,1379,1667000,17329997,276,2614,2017,,
941,121,브레이브 하트,1995-06-17,0.184,0.0,1484,548000,7966000,274,3968,2017,,
942,121,남사당,1975-04-19,0.16,0.0,1698,491000,491000,273,273,2017,,
943,121,터널,2016-08-10,0.094,0.0,2881,544000,57530028417,272,7120780,2017,드라마,12
944,121,계춘할망,2016-05-19,0.15,0.0,1778,1855000,3602649348,268,482784,2017,가족,15
945,121,연평해전,2015-06-24,0.255,0.0,1050,1179500,45567290830,268,6044956,2017,드라마,12
946,121,올란도,1994-03-12,0.371,0.0,722,1986000,1986000,268,268,2017,,
947,121,인피니티 포스 스페셜 에디션 1,2017-12-07,0.022,0.0,12005,1494000,1494000,266,266,2017,,
948,121,집으로...,2002-04-04,0.828,0.0,320,1723000,1723000,265,265,2017,,
949,121,칠수와 만수,1988-11-26,0.124,0.0,2122,513000,809000,265,321,2017,,
950,121,만추,2011-02-17,0.05,0.0,5184,1619000,6343380900,264,849635,2017,멜로/로맨스,15
951,121,착한 형수 2,2017-10-19,0.041,0.0,6304,1561000,1561000,261,261,2017,,
952,121,가려진 시간,2016-11-16,0.091,0.0,2767,506000,3946968400,253,511131,2017,드라마,12
953,121,12인의 하숙생,1979-01-16,0.147,0.0,1698,476000,2578000,250,1296,2017,,
954,121,콜드 마운틴,2004-02-20,0.185,0.0,1302,696000,343471000,242,53909,2017,,
955,121,명탐정 코난: 순흑의 악몽,2016-08-03,0.266,0.0,896,1616000,3767773500,239,509108,2017,애니메이션,12
956,121,미세스 다웃파이어,1994-01-22,0.157,0.0,1488,671000,671000,235,235,2017,,
957,121,여선생,2017-09-21,0.077,0.0,2967,1212000,1212000,230,230,2017,,
958,121,종횡사해,1991-02-14,0.566,0.0,404,1643400,2999000,229,430,2017,,
959,121,미워도 다시 한번 3,1970-01-01,0.088,0.0,2550,452000,4180000,226,2090,2017,,
960,121,7번방의 선물,2013-01-23,0.801,0.0,277,1332000,91433282670,222,12811435,2017,코미디,15
961,121,죽음보다 깊은 잠,1979-12-07,0.127,0.0,1698,416000,1374000,217,696,2017,,
962,121,최강전사 미니특공대: 영웅의 탄생,2016-02-04,0.133,0.0,1624,1108000,878983200,216,117386,2017,애니메이션,전체
963,121,초대남,2017-05-23,0.068,0.0,3155,1087000,1087000,215,215,2017,,
964,121,너는 내 운명,1980-03-28,0.082,0.0,2600,428000,2140000,214,1070,2017,,
965,121,맛있는 워킹걸,2017-02-02,0.018,0.0,11278,940000,940000,214,214,2017,,
966,121,신을 믿습니까?,2016-04-21,1.0,0.0,212,1272000,53228900,212,7529,2017,드라마,12
967,121,버티컬 리미트,2001-01-13,0.263,0.0,800,600000,600000,211,211,2017,,
968,121,율리시즈의 시선,1996-10-19,0.514,0.0,404,1420000,1420000,208,208,2017,,
969,121,파노스와 요르고스 그리고 당나귀,2017-02-11,0.122,0.0,1702,1188000,1188000,208,208,2017,,
970,121,진짜 진짜 잊지마,1976-02-14,0.121,0.0,1698,394000,394000,207,207,2017,,
971,121,검은 사제들,2015-11-05,0.275,0.0,748,1012500,42409600592,206,5442915,2017,미스터리,15
972,121,목숨 건 연애,2016-12-14,0.241,0.0,850,1430000,363098800,205,48010,2017,멜로/로맨스,15
973,121,내 친구의 남편,2017-04-11,0.063,0.0,3162,1029000,1029000,202,202,2017,,
974,121,전함 포템킨,1994-10-15,0.192,0.0,1040,1297000,1773000,200,309,2017,,
975,121,클로버,2017-11-29,0.085,0.0,2336,1568000,1568000,199,199,2017,,
976,121,주먹왕 랄프,2012-12-19,0.105,0.0,1875,1495000,6595029500,197,918823,2017,애니메이션,전체
977,121,처녀 파티 2017,2017-01-12,0.021,0.0,9251,876000,876000,196,196,2017,,
978,121,젊은 형수: 참을 수 없는 맛-감독판,2017-09-11,0.055,0.0,3517,1047000,1047000,194,194,2017,,
979,121,라이안의 처녀,1972-02-29,0.301,0.0,636,946000,946000,192,192,2017,,
980,121,로봇 오버로드,2017-01-19,0.023,0.0,7912,988000,988000,189,189,2017,,
981,121,아내의 동영상,2017-04-27,0.049,0.0,3796,955000,955000,189,189,2017,,
982,121,국가대표 2,2016-08-10,0.632,0.0,297,1128000,5483360042,188,710117,2017,드라마,12
983,121,두근두근,2017-09-18,0.061,0.0,3024,992000,992000,187,187,2017,,
984,121,레미제라블,1999-03-13,0.166,0.0,1116,506000,506000,186,186,2017,드라마,12
985,121,마리아스 러버,1984-07-15,0.125,0.0,1488,511000,511000,186,186,2017,,
986,121,딸의 친구 2,2017-10-18,0.07,0.0,2618,1038000,1038000,185,185,2017,,
987,121,안녕하세요 하나님,1987-12-24,0.108,0.0,1698,359000,897000,184,287,2017,,
988,121,2017복상사,2017-11-09,0.065,0.0,2796,1009000,1009000,182,182,2017,,
989,121,가루지기: 변강쇠 더 비기닝 - 무삭제판,2017-09-21,0.062,0.0,2918,1002000,1002000,181,181,2017,,
990,121,그녀의 깊은 정사-감독판,2017-09-14,0.042,0.0,4257,937000,937000,181,181,2017,,
991,121,달콤한 채찍,2017-11-02,0.062,0.0,2909,1007000,1007000,181,181,2017,,
992,121,사촌누나와 동거-무삭제,2017-12-21,0.069,0.0,2604,1000000,1000000,180,180,2017,,
993,121,젊은남편 젊은아빠,2017-10-19,0.065,0.0,2765,996000,996000,180,180,2017,,
994,121,다이하드 스왓,2017-09-01,0.041,0.0,4360,1937000,1937000,179,179,2017,,
995,121,변강쇠 VS 어우동 - 무삭제판,2017-11-28,0.064,0.0,2783,990000,990000,179,179,2017,,
996,121,신어우동 - 무삭제판,2017-11-28,0.062,0.0,2847,990000,990000,179,179,2017,,
997,121,아내의 101번째 결혼 무삭제판,2017-12-07,0.064,0.0,2767,995000,995000,179,179,2017,,
998,121,어린 형수 3,2017-11-28,0.063,0.0,2797,995000,995000,179,179,2017,,
999,121,요정 미인관 무삭제판,2017-11-30,0.065,0.0,2751,991000,991000,179,179,2017,,
1000,121,이조 여인잔혹사,1969-05-02,0.15,0.0,1190,358000,6717000,179,3356,2017,,
1001,121,햄릿,1992-05-23,0.159,0.0,1116,486000,486000,178,178,2017,공연,15
1002,121,속사정,2017-05-18,0.048,0.0,3649,901000,901000,177,177,2017,,
1003,121,원정여행,2017-08-31,0.061,0.0,2872,937000,937000,177,177,2017,,
1004,121,육체인터뷰,2017-07-14,0.06,0.0,2930,931000,931000,177,177,2017,,
1005,121,음란 기생 - 무삭제판,2017-07-11,0.06,0.0,2928,931000,931000,177,177,2017,,
1006,121,일대일,2017-07-31,0.06,0.0,2905,932000,932000,177,177,2017,드라마,19
1007,121,누드모델,2017-06-01,0.049,0.0,3544,891000,891000,176,176,2017,,
1008,121,쉬즈 더 원,2010-07-15,0.079,0.0,2208,934000,2258000,176,435,2017,,
1009,121,올래?! 천사들의 도시편,2017-09-13,0.055,0.0,3159,933000,933000,176,176,2017,,
1010,121,처음엔 다 그래,2017-09-14,0.064,0.0,2728,950000,950000,176,176,2017,,
1011,121,파워 오브 원,1993-06-05,0.189,0.0,930,515000,515000,176,176,2017,,
1012,121,힐링캠프 : 한 세상,2017-06-22,0.059,0.0,2947,878000,878000,176,176,2017,,
1013,121,썸 - 은밀한 이야기 : 무삭제판,2017-05-22,0.055,0.0,3130,887000,887000,175,175,2017,,
1014,121,옆집여자,2017-06-20,0.058,0.0,3016,881000,881000,175,175,2017,,
1015,121,청춘연애,2017-04-20,0.07,0.0,2484,989500,989500,175,175,2017,,
1016,121,티켓 다방 - 무삭제판,2017-06-16,0.059,0.0,2936,876000,876000,175,175,2017,,
1017,121,미스터 고,2013-07-17,1.0,0.0,173,1038000,9339014000,173,1329061,2017,코미디,12
1018,121,세브린느,1971-05-08,0.272,0.0,636,732000,2090000,173,402,2017,,
1019,121,옥보단,1995-09-23,0.093,0.0,1860,519000,1449000,173,354,2017,,
1020,121,올리고당 더 무비,2017-07-04,0.051,0.0,3359,887000,887000,172,172,2017,,
1021,121,착한불륜,2017-04-25,0.044,0.0,3835,848000,848000,170,170,2017,,
1022,121,형수의 직업,2017-08-31,0.059,0.0,2868,913000,913000,170,170,2017,,
