,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,연도,상영횟수,개봉년도
761,4,아이언맨 3,2013-04-25,70806191000,0.046,9001309.0,1381.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
762,5,베를린,2013-01-30,52354931637,0.034,7166199.0,894.0,한국,"한국,독일",(주)씨제이이엔엠,2013,,2013
763,6,은밀하게 위대하게,2013-06-05,48700887413,0.032,6959083.0,1341.0,한국,한국,(주)쇼박스,2013,,2013
764,7,변호인,2013-12-18,40953438500,0.026,5687052.0,923.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
765,8,숨바꼭질,2013-08-14,39602987500,0.026,5604104.0,779.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
766,9,더 테러 라이브,2013-07-31,39866712881,0.026,5583596.0,743.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
767,10,감시자들,2013-07-03,39380162179,0.025,5508017.0,949.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
768,11,월드 워 Z,2013-06-20,38555357000,0.025,5237525.0,964.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
769,12,신세계,2013-02-21,34881330905,0.023,4682492.0,671.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
770,13,박수건달,2013-01-09,28343986569,0.018,3893216.0,599.0,한국,한국,(주)쇼박스,2013,,2013
771,14,스파이,2013-09-05,24509269305,0.016,3435801.0,785.0,한국,"한국,태국",(주)씨제이이엔엠,2013,,2013
772,15,그래비티,2013-10-17,31214069600,0.02,3194698.0,636.0,미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013,,2013
773,16,타워,2012-12-25,22996601500,0.015,3166425.0,617.0,한국,한국,(주)씨제이이엔엠,2013,,2012
774,17,감기,2013-08-14,21784202000,0.014,3119023.0,806.0,한국,한국,아이러브시네마,2013,,2013
775,18,토르: 다크 월드,2013-10-30,22525808500,0.015,3039889.0,733.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
776,19,레드: 더 레전드,2013-07-18,21511358970,0.014,3004647.0,739.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
777,20,친구 2,2013-11-14,21795237513,0.014,2969900.0,968.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
778,21,어바웃 타임,2013-12-05,20908973000,0.014,2856065.0,568.0,영국,영국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
779,22,나우 유 씨 미 : 마술사기단,2013-08-22,19146691869,0.012,2718227.0,691.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
780,23,소원,2013-10-02,18529792100,0.012,2711071.0,641.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
781,24,레미제라블,2012-12-19,19616393500,0.013,2701783.0,696.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2012
782,25,퍼시픽 림,2013-07-11,20477392512,0.013,2539114.0,1005.0,미국,미국,워너브러더스 코리아(주),2013,,2013
783,26,화이: 괴물을 삼킨 아이,2013-10-09,17695412795,0.011,2394453.0,817.0,한국,한국,(주)쇼박스,2013,,2013
784,27,컨저링,2013-09-17,16353225777,0.011,2262758.0,553.0,미국,미국,워너브러더스 코리아(주),2013,,2013
785,28,맨 오브 스틸,2013-06-13,17092964063,0.011,2182227.0,998.0,미국,미국,워너브러더스 코리아(주),2013,,2013
786,29,용의자,2013-12-24,15629492500,0.01,2176752.0,807.0,한국,한국,(주)쇼박스,2013,,2013
787,30,호빗: 스마우그의 폐허,2013-12-12,16564184549,0.011,2115878.0,811.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),2013,,2013
788,31,몽타주,2013-05-16,15002458500,0.01,2095592.0,540.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
789,32,터보,2013-07-25,13113579000,0.008,1923748.0,634.0,미국,미국,(주)씨제이이엔엠,2013,,2013
790,33,연애의 온도,2013-03-21,13798864446,0.009,1865195.0,567.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
791,34,지.아이.조 2,2013-03-28,14457048500,0.009,1855917.0,766.0,미국,"미국,캐나다",(주)씨제이이엔엠,2013,,2013
792,35,분노의 질주: 더 맥시멈,2013-05-22,13203523042,0.009,1790457.0,656.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
793,36,공범,2013-10-24,12333110882,0.008,1766285.0,611.0,한국,한국,(주)씨제이이엔엠,2013,,2013
794,37,집으로 가는 길,2013-12-11,12373339745,0.008,1763231.0,740.0,한국,한국,(주)씨제이이엔엠,2013,,2013
795,38,전설의 주먹,2013-04-10,12777314500,0.008,1744585.0,724.0,한국,한국,(주)씨제이이엔엠,2013,,2013
796,39,파파로티,2013-03-14,11825934000,0.008,1716429.0,552.0,한국,한국,(주)쇼박스,2013,,2013
797,40,스타트렉 다크니스,2013-05-30,12964828000,0.008,1605271.0,607.0,미국,미국,(주)씨제이이엔엠,2013,,2013
798,41,라이프 오브 파이,2013-01-01,15812506500,0.01,1588373.0,392.0,미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",2013,,2013
799,42,오블리비언,2013-04-11,11165841500,0.007,1515356.0,634.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
800,43,위대한 개츠비,2013-05-16,10580582143,0.007,1445124.0,562.0,미국,"미국,호주",워너브러더스 코리아(주),2013,,2013
801,44,다이하드: 굿 데이 투 다이,2013-02-06,10825703000,0.007,1438056.0,459.0,미국,미국,이십세기폭스코리아(주),2013,,2013
802,45,런닝맨,2013-04-04,10060239500,0.007,1422844.0,567.0,한국,"한국,미국",이십세기폭스코리아(주),2013,,2013
803,46,미스터 고,2013-07-17,9337990000,0.006,1328890.0,840.0,한국,"한국,중국",(주)쇼박스,2013,,2013
804,47,결혼전야,2013-11-21,8434175719,0.005,1212843.0,524.0,한국,한국,씨너스엔터테인먼트(주),2013,,2013
805,48,깡철이,2013-10-02,8572344462,0.006,1209363.0,707.0,한국,한국,(주)씨제이이엔엠,2013,,2013
806,49,엘리시움,2013-08-29,9017994500,0.006,1207732.0,588.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
807,50,더 웹툰: 예고살인,2013-06-27,8534322070,0.006,1201033.0,541.0,한국,한국,(주)씨제이이엔엠,2013,,2013
808,51,웜 바디스,2013-03-14,8361708124,0.005,1169839.0,477.0,미국,미국,(주)씨제이이엔엠,2013,,2013
809,52,고령화 가족,2013-05-09,8169492153,0.005,1141222.0,583.0,한국,한국,(주)씨제이이엔엠,2013,,2013
810,53,헝거게임: 캣칭 파이어,2013-11-21,7850816000,0.005,1125739.0,630.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
811,54,더 울버린,2013-07-25,7849518000,0.005,1075333.0,707.0,미국,미국,이십세기폭스코리아(주),2013,,2013
812,55,동창생,2013-11-06,7010197126,0.005,1048280.0,660.0,한국,한국,(주)쇼박스,2013,,2013
813,56,에픽 : 숲속의 전설,2013-08-07,6748089000,0.004,978788.0,471.0,미국,미국,이십세기폭스코리아(주),2013,,2013
814,57,전국노래자랑,2013-05-01,6685476000,0.004,977873.0,581.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
815,58,슈퍼배드 2,2013-09-12,6605668500,0.004,962865.0,421.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
816,59,잭 더 자이언트 킬러,2013-02-28,7376481000,0.005,956154.0,507.0,미국,미국,워너브러더스 코리아(주),2013,,2013
817,60,크루즈 패밀리,2013-05-16,6540060500,0.004,941615.0,525.0,미국,미국,(주)씨제이이엔엠,2013,,2013
818,61,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,6819979500,0.004,929985.0,459.0,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠",2013,,2013
819,62,개구쟁이 스머프 2,2013-08-01,5993979500,0.004,921788.0,478.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
820,63,몬스터 호텔,2013-01-17,6080221500,0.004,884885.0,489.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
821,64,열한시,2013-11-28,6097792000,0.004,870785.0,512.0,한국,한국,(주)씨제이이엔엠,2013,,2013
822,65,몬스터 대학교,2013-09-12,5879223500,0.004,870605.0,381.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
823,66,남쪽으로 튀어,2013-02-06,5970851500,0.004,832894.0,428.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
824,67,하늘에서 음식이 내린다면 2,2013-11-21,5411562500,0.004,797850.0,545.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
825,68,잭 리처,2013-01-17,5758577000,0.004,784031.0,431.0,미국,미국,(주)씨제이이엔엠,2013,,2013
826,69,반창꼬,2012-12-19,5451422068,0.004,745262.0,466.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2012
827,70,더 파이브,2013-11-14,5343797000,0.003,731212.0,501.0,한국,한국,(주)씨제이이엔엠,2013,,2013
828,71,더 임파서블,2013-01-17,4444581500,0.003,622572.0,408.0,스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
829,72,인시디어스: 두번째 집,2013-12-05,4001137000,0.003,577748.0,405.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
830,73,섀도우 헌터스: 뼈의 도시,2013-09-12,4034176500,0.003,571074.0,374.0,미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
831,74,화이트 하우스 다운,2013-06-27,4015707500,0.003,569500.0,480.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
832,75,애프터 어스,2013-05-30,3831856167,0.002,537920.0,484.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
833,76,사이코메트리,2013-03-07,3978107129,0.003,534176.0,429.0,한국,한국,(주)씨제이이엔엠,2013,,2013
834,77,퍼시 잭슨과 괴물의 바다,2013-09-12,3791349609,0.002,519584.0,409.0,미국,미국,이십세기폭스코리아(주),2013,,2013
835,78,남자사용설명서,2013-02-14,3606480257,0.002,507890.0,372.0,한국,한국,(주)쇼박스,2013,,2013
836,79,다이노소어 어드벤처 3D,2013-12-19,4140930000,0.003,507164.0,464.0,미국,"미국,영국",이십세기폭스코리아(주),2013,,2013
837,80,무서운 이야기 2,2013-06-05,3393667500,0.002,495522.0,337.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
838,81,캐치미,2013-12-18,3293262500,0.002,480434.0,517.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
839,82,썬더와 마법저택,2013-12-24,3109425000,0.002,459297.0,422.0,벨기에,벨기에,(주)씨제이이엔엠,2013,,2013
840,83,노브레싱,2013-10-30,2991824739,0.002,451669.0,584.0,한국,"한국,필리핀",(주)나이너스엔터테인먼트,2013,,2013
841,84,클라우드 아틀라스,2013-01-09,3383430227,0.002,449071.0,382.0,미국,"미국,독일",(주)넥스트엔터테인먼트월드(NEW),2013,,2013
842,85,창수,2013-11-28,3146542000,0.002,429141.0,415.0,한국,한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013,,2013
843,86,명탐정 코난 : 수평선상의 음모,2013-08-07,2465133000,0.002,389873.0,316.0,일본,일본,(주)씨제이이엔엠,2013,,2013
844,87,론 레인저,2013-07-04,2750149500,0.002,387527.0,401.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
845,88,스토커,2013-02-28,2828301674,0.002,378729.0,329.0,미국,미국,이십세기폭스코리아(주),2013,,2013
846,89,오즈 그레이트 앤드 파워풀,2013-03-07,2886185000,0.002,350563.0,425.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
847,90,미나문방구,2013-05-16,2247017000,0.001,334323.0,385.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
848,91,차이니즈 조디악,2013-02-27,2211711500,0.001,315305.0,300.0,중국,중국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
849,92,빌리와 용감한 녀석들 2,2013-02-21,2006325000,0.001,306837.0,289.0,인도,인도,(주)에스비에스콘텐츠허브,2013,,2013
850,93,주먹왕 랄프,2012-12-19,2116917500,0.001,301436.0,361.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2012
851,94,이스케이프 플랜,2013-12-05,2106946679,0.001,292893.0,287.0,미국,미국,판씨네마(주),2013,,2013
852,95,눈의 여왕,2013-02-07,1846221000,0.001,276913.0,316.0,러시아,러시아,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
853,96,롤러코스터,2013-10-17,1913087600,0.001,270148.0,374.0,한국,한국,(주)씨제이이엔엠,2013,,2013
854,97,헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,2122205602,0.001,269510.0,297.0,미국,"미국,영국",(주)씨제이이엔엠,2013,,2013
855,98,파이스토리 : 악당상어 소탕작전,2013-01-10,1807928000,0.001,267373.0,298.0,미국,"미국,한국",(주)에스비에스콘텐츠허브,2013,,2013
856,99,장고:분노의 추적자,2013-03-21,1883634000,0.001,260144.0,342.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
857,100,밤의 여왕,2013-10-17,1762892500,0.001,252475.0,333.0,한국,한국,(주)인벤트스톤,2013,,2013
858,101,캡틴 필립스,2013-10-23,1679067434,0.001,241514.0,302.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
859,102,잠베지아: 신비한 나무섬의 비밀,2012-12-25,1579355000,0.001,232089.0,273.0,남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트,2013,,2012
860,103,분노의 윤리학,2013-02-21,1658653000,0.001,225618.0,302.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
861,104,잡스,2013-08-29,1594113136,0.001,225146.0,402.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
862,105,세이빙 산타,2013-12-19,1423188000,0.001,220752.0,297.0,영국,영국,(주)영화사 빅,2013,,2013
863,106,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,1430168500,0.001,217320.0,290.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
864,107,송 포 유,2013-04-18,1484169000,0.001,216852.0,317.0,영국,영국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
865,108,호빗: 뜻밖의 여정,2012-12-13,1712751650,0.001,213869.0,1028.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),2013,,2012
866,109,비행기,2013-12-19,1497648500,0.001,209661.0,408.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,,2013
867,110,비포 미드나잇,2013-05-22,1485276000,0.001,203476.0,275.0,미국,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트",2013,,2013
868,111,응징자,2013-10-30,1388412500,0.001,192347.0,305.0,한국,한국,(주)인벤트스톤,2013,,2013
869,112,프리즈너스,2013-10-02,1374330500,0.001,188084.0,297.0,미국,미국,"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)",2013,,2013
870,113,마이 리틀 히어로,2013-01-09,1286203128,0.001,183650.0,341.0,한국,한국,(주)씨제이이엔엠,2013,,2013
871,114,해양경찰 마르코,2013-02-14,1151717000,0.001,181702.0,276.0,덴마크,덴마크,(주)인벤트스톤,2013,,2013
872,115,백악관 최후의 날,2013-06-05,1270441000,0.001,180993.0,283.0,미국,미국,씨너스엔터테인먼트(주),2013,,2013
873,116,로마 위드 러브,2013-04-18,1324309801,0.001,180743.0,201.0,미국,"미국,이탈리아,스페인","(주)팝엔터테인먼트,(주)나이너스엔터테인먼트",2013,,2013
874,117,명탐정 코난:은빛 날개의 마술사,2013-01-24,1158686500,0.001,176483.0,139.0,일본,일본,(주)씨제이이엔엠,2013,,2013
875,118,톱스타,2013-10-24,1194180500,0.001,175152.0,397.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
876,119,노리개,2013-04-18,1229574500,0.001,169054.0,278.0,한국,한국,(주)인벤트스톤,2013,,2013
877,120,엔더스 게임,2013-12-31,1229288000,0.001,166533.0,460.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
878,121,니코: 산타비행단의 모험,2012-12-25,1110800500,0.001,164202.0,306.0,핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주),2013,,2012
879,122,더 자이언트,2013-02-21,996566000,0.001,157972.0,227.0,미국,"미국,태국",(주)마인스 엔터테인먼트,2013,,2013
880,123,히든 카드,2013-09-26,1080423651,0.001,151476.0,362.0,미국,미국,이십세기폭스코리아(주),2013,,2013
881,124,가문의 영광5 - 가문의 귀환,2012-12-19,1085286000,0.001,147798.0,447.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2012
882,125,안나 카레니나,2013-03-21,988715500,0.001,144215.0,248.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
883,126,지슬 - 끝나지 않은 세월2,2013-03-21,986098100,0.001,143715.0,81.0,한국,한국,(주)영화사 진진,2013,,2013
884,127,블루 재스민,2013-09-25,1030140900,0.001,140318.0,207.0,미국,미국,(주)인벤트스톤,2013,,2013
885,128,링컨,2013-03-14,954242500,0.001,137505.0,214.0,미국,미국,이십세기폭스코리아(주),2013,,2013
886,129,더 퍼지,2013-11-06,1032196000,0.001,137340.0,232.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2013,,2013
887,130,카운슬러,2013-11-14,966623000,0.001,133272.0,293.0,미국,"미국,영국",이십세기폭스코리아(주),2013,,2013
888,131,리딕,2013-11-28,927494000,0.001,132059.0,275.0,미국,미국,(주)영화사 빅,2013,,2013
889,132,러시 : 더 라이벌,2013-10-09,931998000,0.001,126994.0,270.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
890,133,버틀러: 대통령의 집사,2013-11-28,884325000,0.001,126822.0,182.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
891,134,실버라이닝 플레이북,2013-02-14,944699500,0.001,126420.0,226.0,미국,미국,(주)나이너스엔터테인먼트,2013,,2013
892,135,극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,780545500,0.001,122172.0,239.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2013,,2013
893,136,배우는 배우다,2013-10-24,811031000,0.001,111927.0,297.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
894,137,제로 다크 서티,2013-03-07,780080000,0.001,108991.0,258.0,미국,미국,(주)에스비에스콘텐츠허브,2013,,2013
895,138,마지막 4중주,2013-07-25,810075500,0.001,107975.0,29.0,미국,미국,(주)티캐스트,2013,,2013
